Package,New Name of Package,Package Priority,Developer in Master List,PR Number,Link of PR Raised,PR Status,PR Creation Date,Upgrade Required,Final Upgrade Decision (Y/N),Build Status,Version in Build Status,Release in Build Status,Download Success,Number SRPMs downloaded,Dowloaded SRPM 1,Dowloaded SRPM 2,Dowloaded SRPM 3,Version Downloaded SRPM,Release Downloaded SRPM,Package location info,Package Version in 3.0-dev,Bulk Build Success,Bulk Build Number of SRPMs,Developer from under review sheet,Under Review PR Link,Reviewer,Review Status,PR Origin,TopicBranch,Additional Bulk Build Status
breezy,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Failed,3.0.2,3.azl3,1,1,breezy-3.3.8-1.fc41.src.rpm,Default Initialized,Default Initialized,3.3.8,1.fc41,EXISTS_IN_EXT,3.0.2,N,0,Akarsh,NA,NA,NA,NA,NA,Failed
bsf,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Failed,2.4.0,19.azl3,1,1,bsf-2.4.0-56.fc41.src.rpm,Default Initialized,Default Initialized,2.4.0,56.fc41,EXISTS_IN_EXT,2.4.0,N,0,Akarsh,NA,NA,NA,NA,NA,Failed
buildah,NA,CP_batch2,Akarsh,13125,https://github.com/microsoft/azurelinux/pull/13125,OPEN,2025-03-26T20:49:02Z,Y,Y,Built,1.18.0,28.azl3,1,1,buildah-1.38.0-2.fc41.src.rpm,Default Initialized,Default Initialized,1.38.0,2.fc41,EXISTS_IN_EXT,1.18.0,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_buildah,Failed
bwidget,NA,P1,Akarsh,11050,https://github.com/microsoft/azurelinux/pull/11050,OPEN,2024-11-13T10:27:37Z,N,Y,Built,1.9.7,15.azl3,1,1,bwidget-1.9.7-23.fc41.src.rpm,Default Initialized,Default Initialized,1.9.7,23.fc41,EXISTS_IN_EXT,1.9.7,N,0,Akarsh,https://github.com/microsoft/azurelinux/pull/11050,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_bwidget,Failed
cachefilesd,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Built,0.10.10,9.azl3,1,1,cachefilesd-0.10.10-19.fc41.src.rpm,Default Initialized,Default Initialized,0.10.10,19.fc41,EXISTS_IN_EXT,0.10.10,Y,1,Akarsh,NA,NA,NA,NA,NA,Built
cairomm,NA,P1,Akarsh,11256,https://github.com/microsoft/azurelinux/pull/11256,OPEN,2024-11-28T07:28:11Z,Y,Y,Built,1.12.0,15.azl3,1,1,cairomm-1.14.5-7.fc41.src.rpm,Default Initialized,Default Initialized,1.14.5,7.fc41,EXISTS_IN_EXT,1.12.0,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_cairomm,Built
capstone,NA,P1,Akarsh,11254,https://github.com/microsoft/azurelinux/pull/11254,OPEN,2024-11-28T07:12:46Z,Y,Y,Built,4.0.2,4.azl3,1,1,capstone-5.0.1-6.fc41.src.rpm,Default Initialized,Default Initialized,5.0.1,6.fc41,EXISTS_IN_EXT,4.0.2,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_capstone,Built
cassandra,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,4.0.10,1.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,4.0.10,N,0,Akarsh,NA,NA,NA,NA,NA,Failed
catatonit,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Built,0.1.7,16.azl3,1,1,catatonit-0.1.7-23.fc41.src.rpm,Default Initialized,Default Initialized,0.1.7,23.fc41,EXISTS_IN_EXT,0.1.7,Y,1,Akarsh,NA,NA,NA,NA,NA,Built
cdparanoia,NA,CP_batch1,Sumit,NA,NA,NA,NA,N,N,Built,10.2,1.azl3,1,1,cdparanoia-10.2-45.fc41.src.rpm,Default Initialized,Default Initialized,10.2,45.fc41,EXISTS_IN_EXT,10.2,N,0,Akarsh,NA,NA,NA,NA,NA,Built
cdrdao,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,1.2.4,11.azl3,1,1,cdrdao-1.2.5-12.fc41.src.rpm,Default Initialized,Default Initialized,1.2.5,12.fc41,EXISTS_IN_EXT,1.2.4,N,0,Akarsh,NA,NA,NA,NA,NA,Failed
celt051,NA,P1,Akarsh,NA,NA,NA,NA,N,N,Built,0.5.1.3,20.azl3,1,1,celt051-0.5.1.3-29.fc41.src.rpm,Default Initialized,Default Initialized,0.5.1.3,29.fc41,EXISTS_IN_EXT,0.5.1.3,Y,1,Akarsh,NA,NA,NA,NA,NA,Built
certmonger,NA,P1,Akarsh,11371,https://github.com/microsoft/azurelinux/pull/11371,DRAFT,2024-12-09T16:47:17Z,Y,Y,Failed,0.79.13,2.azl3,1,1,certmonger-0.79.20-2.fc41.src.rpm,Default Initialized,Default Initialized,0.79.20,2.fc41,EXISTS_IN_EXT,0.79.20,N,0,Akarsh,NA,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_certmonger,Failed
cfitsio,NA,CP_batch1,Akarsh,11252,https://github.com/microsoft/azurelinux/pull/11252,OPEN,2024-11-28T06:25:07Z,Y,Y,Built,4.0.0,5.azl3,1,1,cfitsio-4.5.0-4.fc41.src.rpm,Default Initialized,Default Initialized,4.5.0,4.fc41,EXISTS_IN_EXT,4.0.0,N,0,Akarsh,https://github.com/microsoft/azurelinux/pull/11252,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_cfitsio,Built
cgdcbxd,NA,P1,Akarsh,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.0.2,12.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.2,N,0,Akarsh,NA,NA,NA,NA,NA,Built
cglib,NA,P1,Akarsh,NA,NA,NA,NA,Y,Y,Built,3.2.4,3.azl3,1,1,cglib-3.3.0-16.fc41.src.rpm,Default Initialized,Default Initialized,3.3.0,16.fc41,EXISTS_IN_EXT,3.2.4,N,0,Akarsh,NA,NA,NA,NA,NA,Failed
chan,NA,P1,Neeraj,NA,NA,NA,NA,N,N,Built,0.0.4,3.azl3,1,1,chan-0.0.4-13.fc41.src.rpm,Default Initialized,Default Initialized,0.0.4,13.fc41,EXISTS_IN_EXT,0.0.4,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
cim-schema,NA,P0,Akarsh,11486,https://github.com/microsoft/azurelinux/pull/11486,MERGED,2024-12-17T05:41:59Z,Y,Y,Built,2.43.0,11.azl3,1,1,cim-schema-2.54.1-5.fc41.src.rpm,Default Initialized,Default Initialized,2.54.1,5.fc41,EXISTS_IN_EXT,2.54.1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11486,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_cim-schema,Built
cjkuni-uming-fonts,NA,P1,Neeraj,NA,NA,NA,NA,Y,Y,Failed,0.2.20080216.1,65.azl3,1,1,cjkuni-uming-fonts-0.2.20080216.2-6.fc41.src.rp,Default Initialized,Default Initialized,0.2.20080216.2,6.fc41.src.rp,EXISTS_IN_EXT,0.2.20080216.1,N,0,Neeraj,NA,NA,NA,NA,NA,Not Found
cjose,NA,P0,Akarsh,11488,https://github.com/microsoft/azurelinux/pull/11488,OPEN,2024-12-17T07:54:28Z,Y,Y,Failed,0.6.1,6.azl3,1,1,cjose-0.6.2.2-5.fc41.src.rpm,Default Initialized,Default Initialized,0.6.2.2,5.fc41,EXISTS_IN_EXT,0.6.1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11488,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_cjose,Built
cldr-emoji-annotation,NA,P0,Akarsh,11587,https://github.com/microsoft/azurelinux/pull/11587,OPEN,2024-12-20T08:54:54Z,Y,Y,Built,37.0_13.0_0_1,2.azl3,1,1,cldr-emoji-annotation-46.1~beta2-1.fc41.src.rpm,Default Initialized,Default Initialized,46.1~beta2,1.fc41,EXISTS_IN_EXT,37.0_13.0_0_1,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11587,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_cldr-emoji-annotation,Built
clucene,NA,P1,Sumit,10858,https://github.com/microsoft/azurelinux/pull/10858,MERGED,2024-10-28T20:21:41Z,N,Y,Failed,2.3.3.4,39.azl3,1,1,clucene-2.3.3.4-49.20130812.e8e3d20git.fc41.src,Default Initialized,Default Initialized,2.3.3.4,49.20130812.e8e3d20git.fc41.src,EXISTS_IN_EXT,2.3.3.4,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10858,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_clucene,Built
clutter,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,1.26.4,10.azl3,1,1,clutter-1.26.4-14.fc41.src.rpm,Default Initialized,Default Initialized,1.26.4,14.fc41,EXISTS_IN_EXT,1.26.4,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
clutter-gst3,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,3.0.27,15.azl3,1,1,clutter-gst3-3.0.27-19.fc41.src.rpm,Default Initialized,Default Initialized,3.0.27,19.fc41,EXISTS_IN_EXT,3.0.27,N,0,Neeraj,NA,NA,NA,NA,NA,Failed
clutter-gtk,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,1.8.4,15.azl3,1,1,clutter-gtk-1.8.4-19.fc41.src.rpm,Default Initialized,Default Initialized,1.8.4,19.fc41,EXISTS_IN_EXT,1.8.4,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
cmake-fedora,NA,P1,Jyoti,NA,NA,NA,NA,N,N,Built,2.9.3,1.azl3,1,1,cmake-fedora-2.9.3-21.fc41.src.rpm,Default Initialized,Default Initialized,2.9.3,21.fc41,EXISTS_IN_EXT,2.9.3,N,0,Jyoti,NA,NA,NA,NA,NA,Built
cogl,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,1.22.8,7.azl3,1,1,cogl-1.22.8-11.fc41.src.rpm,Default Initialized,Default Initialized,1.22.8,11.fc41,EXISTS_IN_EXT,1.22.8,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
colorize,NA,P1,Archana,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.3.4,22.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.3.4,N,0,Neeraj,NA,NA,NA,NA,NA,Built
compat-lua,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,5.1.5,17.azl3,1,1,compat-lua-5.1.5-26.fc41.src.rpm,Default Initialized,Default Initialized,5.1.5,26.fc41,EXISTS_IN_EXT,5.1.5,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
console-setup,NA,P0,Akarsh,11489,https://github.com/microsoft/azurelinux/pull/11489,OPEN,2024-12-17T08:50:10Z,Y,Y,Built,1.194,3.azl3,1,1,console-setup-1.230-1.fc41.src.rpm,Default Initialized,Default Initialized,1.230,1.fc41,EXISTS_IN_EXT,1.194,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11489,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_console-setup,Not Found
container-exception-logger,NA,P1,Archana,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.0.3,7.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.3,N,0,Neeraj,NA,NA,NA,NA,NA,Built
containernetworking-plugins,NA,CP_batch2,Archana,NA,NA,NA,NA,Y,Y,Built,1.1.1,13.azl3,1,1,containernetworking-plugins-1.6.0-1.fc41.src.rp,Default Initialized,Default Initialized,1.6.0,1.fc41.src.rp,EXISTS_IN_EXT,1.1.1,N,0,Neeraj,NA,NA,NA,NA,NA,Failed
convmv,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,2.05,7.azl3,1,1,convmv-2.05-17.fc41.src.rpm,Default Initialized,Default Initialized,2.05,17.fc41,EXISTS_IN_EXT,2.05,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
corosync,NA,New P0,Akhila,12604,https://github.com/microsoft/azurelinux/pull/12604,OPEN,2025-02-25T12:36:19Z,Y,Y,Failed,3.0.4,3.azl3,1,1,corosync-3.1.9-1.fc41.src.rpm,Default Initialized,Default Initialized,3.1.9,1.fc41,EXISTS_IN_EXT,3.0.4,Y,1,Neeraj,NA,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_corosync,Built
corosync-qdevice,NA,New P0,Akhila,12944,https://github.com/microsoft/azurelinux/pull/12944,OPEN,2025-03-14T10:16:10Z,Y,Y,Failed,3.0.1,3.azl3,1,1,corosync-qdevice-3.0.3-6.fc41.src.rpm,Default Initialized,Default Initialized,3.0.3,6.fc41,EXISTS_IN_EXT,3.0.1,Y,1,Neeraj,NA,NA,NA,https://github.com/akhila-guruju/azurelinux-test.git,topic_corosync-qdevice,Built
cppcheck,NA,P1,Archana,NA,NA,NA,NA,Y,Y,Failed,2.7,2.azl3,1,1,cppcheck-2.16.0-1.fc41.src.rpm,Default Initialized,Default Initialized,2.16.0,1.fc41,EXISTS_IN_EXT,2.7,N,0,Neeraj,NA,NA,NA,NA,NA,Failed
cpptest,NA,P1,Archana,NA,NA,NA,NA,N,N,Built,1.1.2,20.azl3,1,1,cpptest-1.1.2-25.fc41.src.rpm,Default Initialized,Default Initialized,1.1.2,25.fc41,EXISTS_IN_EXT,1.1.2,Y,1,Neeraj,NA,NA,NA,NA,NA,Built
cpuid,NA,P0,Akarsh,11491,https://github.com/microsoft/azurelinux/pull/11491,OPEN,2024-12-17T09:14:16Z,Y,Y,Built,20200427,2.azl3,1,1,cpuid-20240916-1.fc41.src.rpm,Default Initialized,Default Initialized,20240916,1.fc41,EXISTS_IN_EXT,20200427,Y,1,Akarsh,https://github.com/microsoft/azurelinux/pull/11491,NA,NA,https://github.com/AkarshHCL/azurelinux.git,topic_cpuid,Built
crash-ptdump-command,NA,P1,Sreenivasulu,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,1.0.7,3.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,1.0.7,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Built
criu,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Failed,3.15,3.azl3,1,1,criu-4.0-2.fc41.src.rpm,Default Initialized,Default Initialized,4.0,2.fc41,EXISTS_IN_EXT,3.15,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Failed
crypto-policies,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Failed,20200619,5.azl3,1,1,crypto-policies-20241029-1.git8baf557.fc41.src.,Default Initialized,Default Initialized,20241029,1.git8baf557.fc41.src.,EXISTS_IN_EXT,20200619,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Failed
cscope,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,15.9,8.azl3,1,1,cscope-15.9-26.fc41.src.rpm,Default Initialized,Default Initialized,15.9,26.fc41,EXISTS_IN_EXT,15.9,Y,1,Sreenivasulu,NA,NA,NA,NA,NA,Built
custodia,NA,P1,Sreenivasulu,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Built,0.6.0,13.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.0,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Failed
dbus-c++,NA,CP_batch2,Sreenivasulu,NA,NA,NA,NA,N,N,Failed,0.9.0,23.azl3,1,1,dbus-c++-0.9.0-33.fc41.src.rpm,Default Initialized,Default Initialized,0.9.0,33.fc41,EXISTS_IN_EXT,0.9.0,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Failed
dbxtool,fwupd,CP_batch1,Akhila,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Failed,8,13.azl3,1,1,fwupd-1.9.27-1.fc41.src.rpm,Default Initialized,Default Initialized,1.9.27,1.fc41,EXISTS_IN_EXT,8,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Not Found
dcraw,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,9.28.0,10.azl3,1,1,dcraw-9.28.0-24.fc41.src.rpm,Default Initialized,Default Initialized,9.28.0,24.fc41,EXISTS_IN_EXT,9.28.0,Y,1,Sreenivasulu,NA,NA,NA,NA,NA,Built
deltarpm,NA,P1,Sreenivasulu,10922,https://github.com/microsoft/azurelinux/pull/10922,MERGED,2024-11-04T10:59:19Z,Y,Y,Built,3.6.2,7.azl3,1,1,deltarpm-3.6.5-1.fc41.src.rpm,Default Initialized,Default Initialized,3.6.5,1.fc41,EXISTS_IN_EXT,3.6.5,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10922,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_deltarpm1,Built
delve,NA,P1,Sreenivasulu,10923,https://github.com/microsoft/azurelinux/pull/10923,DRAFT,2024-11-04T14:14:04Z,Y,Y,Built,1.5.0,16.azl3,1,1,delve-1.23.1-1.fc41.src.rpm,Default Initialized,Default Initialized,1.23.1,1.fc41,EXISTS_IN_EXT,1.5.0,N,0,Sreenivasulu,NA,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_delve,Built
device-mapper-persistent-data,NA,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Built,0.8.5,6.azl3,1,1,device-mapper-persistent-data-1.0.12-3.fc41.src,Default Initialized,Default Initialized,1.0.12,3.fc41.src,EXISTS_IN_EXT,0.8.5,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Failed
diffstat,NA,P1,Sreenivasulu,10920,https://github.com/microsoft/azurelinux/pull/10920,MERGED,2024-11-04T08:20:51Z,Y,Y,Built,1.63,3.azl3,1,1,diffstat-1.66-2.fc41.src.rpm,Default Initialized,Default Initialized,1.66,2.fc41,EXISTS_IN_EXT,1.66,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10920,Suresh,Dev Approved,https://github.com/v-smalavathu/azurelinux1.git,topic_diffstat,Built
discount,NA,P1,Sreenivasulu,10844,https://github.com/microsoft/azurelinux/pull/10844,MERGED,2024-10-25T08:10:43Z,Y,Y,Built,2.2.4,5.azl3,1,1,discount-2.2.7-9.fc41.src.rpm,Default Initialized,Default Initialized,2.2.7,9.fc41,EXISTS_IN_EXT,2.2.7,Y,1,Sreenivasulu,https://github.com/microsoft/azurelinux/pull/10844,NA,NA,https://github.com/v-smalavathu/azurelinux1.git,topic_discount,Built
distribution-gpg-keys,NA,P1,Kevin,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,distribution-gpg-keys-1.106-1.fc41.src.rpm,Default Initialized,Default Initialized,1.106,1.fc41,MOVED_TO_CORE,Not Found,N,0,Kevin,NA,NA,NA,NA,NA,Not Found
dleyna-connector-dbus,dleyna,P1,Sreenivasulu,NA,NA,NA,NA,Y,Y,Failed,0.3.0,8.azl3,1,1,dleyna-0.8.3-5.fc41.src.rpm,Default Initialized,Default Initialized,0.8.3,5.fc41,EXISTS_IN_EXT,0.3.0,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Not Found
dleyna-core,NA,P1,Sreenivasulu,NA,NA,NA,NA,Revisit No Dnld Ver,Revisit No Dnld Ver,Failed,0.6.0,15.azl3,0,0,Default Initialized,Default Initialized,Default Initialized,Not Found,Not Found,EXISTS_IN_EXT,0.6.0,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Built
dmraid,NA,P1,Akhila,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Built,1.0.0.rc16,46.azl3,1,1,dmraid-1.0.0.rc16-60.fc41.src.rpm,Default Initialized,Default Initialized,1.0.0.rc16,60.fc41,EXISTS_IN_EXT,1.0.0.rc16,Y,1,Sreenivasulu,NA,NA,NA,NA,NA,Built
docbook-simple,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,1.1,25.azl3,1,1,docbook-simple-1.1-33.fc41.src.rpm,Default Initialized,Default Initialized,1.1,33.fc41,EXISTS_IN_EXT,1.1,Y,1,Sreenivasulu,NA,NA,NA,NA,NA,Built
docbook-slides,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,3.4.0,25.azl3,1,1,docbook-slides-3.4.0-34.fc41.src.rpm,Default Initialized,Default Initialized,3.4.0,34.fc41,EXISTS_IN_EXT,3.4.0,Y,1,Sreenivasulu,NA,NA,NA,NA,NA,Built
docbook-utils,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,0.6.14,50.azl3,1,1,docbook-utils-0.6.14-62.fc41.src.rpm,Default Initialized,Default Initialized,0.6.14,62.fc41,EXISTS_IN_EXT,0.6.14,N,0,Sreenivasulu,NA,NA,NA,NA,NA,Built
docbook5-style-xsl,NA,P1,Sreenivasulu,NA,NA,NA,NA,N,N,Built,1.79.2,11.azl3,1,1,docbook5-style-xsl-1.79.2-21.fc41.src.rpm,Default Initialized,Default Initialized,1.79.2,21.fc41,EXISTS_IN_EXT,1.79.2,Y,1,Sreenivasulu,NA,NA,NA,NA,NA,Built
dogtail,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,0.9.11,8.azl3,1,1,dogtail-0.9.11-22.fc41.src.rpm,Default Initialized,Default Initialized,0.9.11,22.fc41,EXISTS_IN_EXT,0.9.11,Y,1,Sumit, ,NA,NA,NA,NA,Built
dotconf,NA,P1,Sumit,10752,https://github.com/microsoft/azurelinux/pull/10752,MERGED,2024-10-16T15:08:13Z,Y,Y,Built,1.3,26.azl3,1,1,dotconf-1.4.1-3.fc41.src.rpm,Default Initialized,Default Initialized,1.4.1,3.fc41,EXISTS_IN_EXT,1.4.1,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10752,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_dotconf,Built
dovecot,NA,P1,Sumit,10859,https://github.com/microsoft/azurelinux/pull/10859,OPEN,2024-10-28T20:23:27Z,Y,Y,Failed,2.3.20,1.azl3,1,1,dovecot-2.3.21.1-1.fc41.src.rpm,Default Initialized,Default Initialized,2.3.21.1,1.fc41,EXISTS_IN_EXT,2.3.20,N,0,Sumit,NA,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_dovecot,Failed
dpkg,NA,P1,Sumit,10832,https://github.com/microsoft/azurelinux/pull/10832,OPEN,2024-10-24T18:21:38Z,Y,Y,Built,1.20.10,1.azl3,1,1,dpkg-1.22.11-1.fc41.src.rpm,Default Initialized,Default Initialized,1.22.11,1.fc41,EXISTS_IN_EXT,1.20.10,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/10832,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_dpkg,Not Found
driverctl,NA,P1,Sumit,10833,https://github.com/microsoft/azurelinux/pull/10833,OPEN,2024-10-24T18:28:17Z,N,N,Built,0.111,2.azl3,1,1,driverctl-0.101-15.fc41.src.rpm,Default Initialized,Default Initialized,0.101,15.fc41,EXISTS_IN_EXT,0.111,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10833,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_driverctl,Not Found
dropwatch,NA,P1,Sumit,10842,https://github.com/microsoft/azurelinux/pull/10842,MERGED,2024-10-25T01:25:55Z,Y,Y,Built,1.5.3,6.azl3,1,1,dropwatch-1.5.4-8.fc41.src.rpm,Default Initialized,Default Initialized,1.5.4,8.fc41,EXISTS_IN_EXT,1.5.4,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10842,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_dropwatch,Built
drpm,NA,CP_batch1,Sumit,10847,https://github.com/microsoft/azurelinux/pull/10847,MERGED,2024-10-25T13:46:41Z,Y,Y,Built,0.5.0,2.azl3,1,1,drpm-0.5.2-6.fc41.src.rpm,Default Initialized,Default Initialized,0.5.2,6.fc41,EXISTS_IN_EXT,0.5.2,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/10847,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_drpm,Built
dumpet,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,2.1,21.azl3,1,1,dumpet-2.1-30.fc41.src.rpm,Default Initialized,Default Initialized,2.1,30.fc41,EXISTS_IN_EXT,2.1,Y,1,Sumit, ,NA,NA,NA,NA,Built
dvd+rw-tools,NA,P1,Sumit,NA,NA,NA,NA,N,N,Built,7.1,33.azl3,1,1,dvd+rw-tools-7.1-42.fc41.src.rpm,Default Initialized,Default Initialized,7.1,42.fc41,EXISTS_IN_EXT,7.1,Y,1,Sumit, ,NA,NA,NA,NA,Built
dyninst,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Failed,10.1.0,18.azl3,1,1,dyninst-12.3.0-7.fc41.src.rpm,Default Initialized,Default Initialized,12.3.0,7.fc41,EXISTS_IN_EXT,10.1.0,N,0,Sumit, ,NA,NA,NA,NA,Failed
ecj,NA,P1,Sumit,NA,NA,NA,NA,Y,Y,Built,4.12,5.azl3,1,1,ecj-4.23-11.fc41.src.rpm,Default Initialized,Default Initialized,4.23,11.fc41,EXISTS_IN_EXT,4.12,N,0,Sumit, ,NA,NA,NA,NA,Failed
edac-utils,NA,P1,Sumit,10860,https://github.com/microsoft/azurelinux/pull/10860,MERGED,2024-10-28T21:12:43Z,Y,Y,Built,0.16,23.azl3,1,1,edac-utils-0.18-38.fc41.src.rpm,Default Initialized,Default Initialized,0.18,38.fc41,EXISTS_IN_EXT,0.18,Y,1,Sumit,https://github.com/microsoft/azurelinux/pull/10860,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_edac-utils,Built
efax,NA,P1,Sumit,NA,NA,NA,NA,Revisit Ver Compare,Revisit Ver Compare,Built,0.9a,34.azl3,1,1,efax-0.9a-44.001114.fc41.src.rpm,Default Initialized,Default Initialized,0.9a,44.001114.fc41,EXISTS_IN_EXT,0.9a,Y,1,Sumit, ,NA,NA,NA,NA,Built
efi-rpm-macros,NA,CP_batch1,Sumit,10928,https://github.com/microsoft/azurelinux/pull/10928,MERGED,2024-11-04T22:04:47Z,Y,Y,Built,4,6.azl3,1,1,efi-rpm-macros-5-13.fc41.src.rpm,Default Initialized,Default Initialized,5,13.fc41,EXISTS_IN_EXT,5,N,0,Sumit,https://github.com/microsoft/azurelinux/pull/10928,NA,NA,https://github.com/SumitJenaHCL/azurelinux.git,topic_efi-rpm-macros,Built
egl-wayland,NA,P1,Sumit,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,egl-wayland-1.1.17^20241118giteeb29e1-5.fc41.sr,Default Initialized,Default Initialized,1.1.17^20241118giteeb29e1,5.fc41.sr,MOVED_TO_CORE,Not Found,N,0,Sumit, ,NA,NA,NA,NA,Not Found
eglexternalplatform,NA,P1,Sumit,NA,NA,NA,NA,Revisit No Bld Ver,Revisit No Bld Ver,Not Found,Not Found,Not Found,1,1,eglexternalplatform-1.2-2.fc41.src.rpm,Default Initialized,Default Initialized,1.2,2.fc41,MOVED_TO_CORE,Not Found,N,0,Sumit, ,NA,NA,NA,NA,Not Found
